DateID,Date,Year,Quarter,Month,Day
121,2022-01-26,2022,1,1,26
122,2022-01-28,2022,1,1,28
123,2022-01-29,2022,1,1,29
124,2022-01-30,2022,1,1,30
125,2022-01-31,2022,1,1,31
126,2022-02-01,2022,1,2,1
127,2022-02-02,2022,1,2,2
128,2022-02-03,2022,1,2,3
129,2022-02-04,2022,1,2,4
130,2022-02-05,2022,1,2,5
131,2022-02-06,2022,1,2,6
132,2022-02-07,2022,1,2,7
133,2022-02-08,2022,1,2,8
134,2022-02-09,2022,1,2,9
135,2022-02-10,2022,1,2,10
136,2022-02-11,2022,1,2,11
137,2022-02-12,2022,1,2,12
138,2022-02-13,2022,1,2,13
139,2022-02-14,2022,1,2,14
140,2022-02-15,2022,1,2,15
141,2022-02-16,2022,1,2,16
142,2022-02-17,2022,1,2,17
143,2022-02-18,2022,1,2,18
144,2022-02-19,2022,1,2,19
145,2022-02-20,2022,1,2,20
146,2022-02-21,2022,1,2,21
147,2022-02-22,2022,1,2,22
148,2022-02-23,2022,1,2,23
149,2022-02-24,2022,1,2,24
150,2022-02-25,2022,1,2,25
151,2022-02-26,2022,1,2,26
152,2022-02-27,2022,1,2,27
153,2022-02-28,2022,1,2,28
154,2022-03-01,2022,1,3,1
155,2022-03-02,2022,1,3,2
156,2022-03-03,2022,1,3,3
157,2022-03-04,2022,1,3,4
158,2022-03-05,2022,1,3,5
159,2022-03-06,2022,1,3,6
160,2022-03-07,2022,1,3,7
161,2022-03-08,2022,1,3,8
162,2022-03-09,2022,1,3,9
163,2022-03-10,2022,1,3,10
164,2022-03-11,2022,1,3,11
165,2022-03-12,2022,1,3,12
166,2022-03-13,2022,1,3,13
167,2022-03-14,2022,1,3,14
168,2022-03-15,2022,1,3,15
169,2022-03-16,2022,1,3,16
170,2022-03-17,2022,1,3,17
171,2022-03-18,2022,1,3,18
172,2022-03-19,2022,1,3,19
173,2022-03-20,2022,1,3,20
174,2022-03-21,2022,1,3,21
175,2022-03-22,2022,1,3,22
176,2022-03-23,2022,1,3,23
177,2022-03-24,2022,1,3,24
178,2022-03-25,2022,1,3,25
179,2022-03-26,2022,1,3,26
180,2022-03-27,2022,1,3,27
181,2022-03-28,2022,1,3,28
182,2022-03-29,2022,1,3,29
183,2022-03-30,2022,1,3,30
184,2022-03-31,2022,1,3,31
185,2022-04-01,2022,2,4,1
186,2022-04-02,2022,2,4,2
187,2022-04-03,2022,2,4,3
188,2022-04-04,2022,2,4,4
189,2022-04-05,2022,2,4,5
190,2022-04-06,2022,2,4,6
191,2022-04-07,2022,2,4,7
192,2022-04-08,2022,2,4,8
193,2022-04-09,2022,2,4,9
194,2022-04-10,2022,2,4,10
195,2022-04-11,2022,2,4,11
196,2022-04-12,2022,2,4,12
197,2022-04-13,2022,2,4,13
198,2022-04-14,2022,2,4,14
199,2022-04-15,2022,2,4,15
200,2022-04-16,2022,2,4,16
201,2022-04-17,2022,2,4,17
202,2022-04-18,2022,2,4,18
203,2022-04-19,2022,2,4,19
204,2022-04-20,2022,2,4,20
205,2022-04-21,2022,2,4,21
206,2022-04-22,2022,2,4,22
207,2022-04-23,2022,2,4,23
208,2022-04-24,2022,2,4,24
209,2022-04-25,2022,2,4,25
210,2022-04-26,2022,2,4,26
211,2022-04-27,2022,2,4,27
212,2022-04-28,2022,2,4,28
213,2022-04-29,2022,2,4,29
214,2022-04-30,2022,2,4,30
215,2022-05-01,2022,2,5,1
216,2022-05-02,2022,2,5,2
217,2022-05-03,2022,2,5,3
218,2022-05-04,2022,2,5,4
219,2022-05-05,2022,2,5,5
220,2022-05-06,2022,2,5,6
221,2022-05-07,2022,2,5,7
222,2022-05-08,2022,2,5,8
223,2022-05-09,2022,2,5,9
224,2022-05-10,2022,2,5,10
225,2022-05-11,2022,2,5,11
226,2022-05-12,2022,2,5,12
227,2022-05-13,2022,2,5,13
228,2022-05-14,2022,2,5,14
229,2022-05-15,2022,2,5,15
230,2022-05-16,2022,2,5,16
231,2022-05-17,2022,2,5,17
232,2022-05-18,2022,2,5,18
233,2022-05-19,2022,2,5,19
234,2022-05-20,2022,2,5,20
235,2022-05-21,2022,2,5,21
236,2022-05-22,2022,2,5,22
237,2022-05-23,2022,2,5,23
238,2022-05-24,2022,2,5,24
239,2022-05-25,2022,2,5,25
240,2022-05-26,2022,2,5,26
241,2022-05-27,2022,2,5,27
242,2022-05-28,2022,2,5,28
243,2022-05-29,2022,2,5,29
244,2022-05-30,2022,2,5,30
245,2022-05-31,2022,2,5,31
246,2022-06-01,2022,2,6,1
247,2022-06-02,2022,2,6,2
248,2022-06-03,2022,2,6,3
249,2022-06-04,2022,2,6,4
250,2022-06-05,2022,2,6,5
251,2022-06-06,2022,2,6,6
252,2022-06-07,2022,2,6,7
253,2022-06-08,2022,2,6,8
254,2022-06-09,2022,2,6,9
255,2022-06-10,2022,2,6,10
256,2022-06-11,2022,2,6,11
257,2022-06-12,2022,2,6,12
258,2022-06-13,2022,2,6,13
259,2022-06-14,2022,2,6,14
260,2022-06-15,2022,2,6,15
261,2022-06-16,2022,2,6,16
262,2022-06-17,2022,2,6,17
263,2022-06-18,2022,2,6,18
264,2022-06-19,2022,2,6,19
265,2022-06-20,2022,2,6,20
266,2022-06-21,2022,2,6,21
267,2022-06-22,2022,2,6,22
268,2022-06-23,2022,2,6,23
269,2022-06-24,2022,2,6,24
270,2022-06-25,2022,2,6,25
271,2022-06-26,2022,2,6,26
272,2022-06-27,2022,2,6,27
273,2022-06-28,2022,2,6,28
274,2022-06-29,2022,2,6,29
275,2022-06-30,2022,2,6,30
276,2022-07-01,2022,3,7,1
277,2022-07-02,2022,3,7,2
278,2022-07-03,2022,3,7,3
279,2022-07-04,2022,3,7,4
280,2022-07-05,2022,3,7,5
281,2022-07-06,2022,3,7,6
282,2022-07-07,2022,3,7,7
283,2022-07-08,2022,3,7,8
284,2022-07-09,2022,3,7,9
285,2022-07-10,2022,3,7,10
286,2022-07-11,2022,3,7,11
287,2022-07-12,2022,3,7,12
288,2022-07-13,2022,3,7,13
289,2022-07-14,2022,3,7,14
290,2022-07-15,2022,3,7,15
291,2022-07-16,2022,3,7,16
292,2022-07-17,2022,3,7,17
293,2022-07-18,2022,3,7,18
294,2022-07-19,2022,3,7,19
295,2022-07-20,2022,3,7,20
296,2022-07-21,2022,3,7,21
297,2022-07-22,2022,3,7,22
298,2022-07-23,2022,3,7,23
299,2022-07-24,2022,3,7,24
300,2022-07-25,2022,3,7,25
301,2022-07-26,2022,3,7,26
302,2022-07-27,2022,3,7,27
303,2022-07-28,2022,3,7,28
304,2022-07-29,2022,3,7,29
305,2022-07-30,2022,3,7,30
306,2022-07-31,2022,3,7,31
307,2022-08-01,2022,3,8,1
308,2022-08-02,2022,3,8,2
309,2022-08-03,2022,3,8,3
310,2022-08-04,2022,3,8,4
311,2022-08-05,2022,3,8,5
312,2022-08-06,2022,3,8,6
313,2022-08-07,2022,3,8,7
314,2022-08-08,2022,3,8,8
315,2022-08-09,2022,3,8,9
316,2022-08-10,2022,3,8,10
317,2022-08-11,2022,3,8,11
318,2022-08-12,2022,3,8,12
319,2022-08-13,2022,3,8,13
320,2022-08-14,2022,3,8,14
321,2022-08-15,2022,3,8,15
322,2022-08-16,2022,3,8,16
323,2022-08-17,2022,3,8,17
324,2022-08-18,2022,3,8,18
325,2022-08-19,2022,3,8,19
326,2022-08-20,2022,3,8,20
327,2022-08-21,2022,3,8,21
328,2022-08-22,2022,3,8,22
329,2022-08-23,2022,3,8,23
330,2022-08-24,2022,3,8,24
331,2022-08-25,2022,3,8,25
332,2022-08-26,2022,3,8,26
333,2022-08-27,2022,3,8,27
334,2022-08-28,2022,3,8,28
335,2022-08-29,2022,3,8,29
336,2022-08-30,2022,3,8,30
337,2022-08-31,2022,3,8,31
338,2022-09-01,2022,3,9,1
339,2022-09-02,2022,3,9,2
340,2022-09-03,2022,3,9,3
341,2022-09-04,2022,3,9,4
342,2022-09-05,2022,3,9,5
343,2022-09-06,2022,3,9,6
344,2022-09-07,2022,3,9,7
345,2022-09-08,2022,3,9,8
346,2022-09-09,2022,3,9,9
347,2022-09-10,2022,3,9,10
348,2022-09-11,2022,3,9,11
349,2022-09-12,2022,3,9,12
350,2022-09-13,2022,3,9,13
351,2022-09-14,2022,3,9,14
352,2022-09-15,2022,3,9,15
353,2022-09-16,2022,3,9,16
354,2022-09-17,2022,3,9,17
355,2022-09-18,2022,3,9,18
356,2022-09-19,2022,3,9,19
357,2022-09-20,2022,3,9,20
358,2022-09-21,2022,3,9,21
359,2022-09-22,2022,3,9,22
360,2022-09-23,2022,3,9,23
361,2022-09-24,2022,3,9,24
362,2022-09-25,2022,3,9,25
363,2022-09-26,2022,3,9,26
364,2022-09-27,2022,3,9,27
365,2022-09-28,2022,3,9,28
366,2022-09-29,2022,3,9,29
367,2022-09-30,2022,3,9,30
368,2022-10-01,2022,4,10,1
369,2022-10-02,2022,4,10,2
370,2022-10-03,2022,4,10,3
371,2022-10-04,2022,4,10,4
372,2022-10-05,2022,4,10,5
373,2022-10-06,2022,4,10,6
374,2022-10-07,2022,4,10,7
375,2022-10-08,2022,4,10,8
376,2022-10-09,2022,4,10,9
377,2022-10-10,2022,4,10,10
378,2022-10-11,2022,4,10,11
379,2022-10-12,2022,4,10,12
380,2022-10-13,2022,4,10,13
381,2022-10-14,2022,4,10,14
382,2022-10-15,2022,4,10,15
383,2022-10-16,2022,4,10,16
384,2022-10-17,2022,4,10,17
385,2022-10-18,2022,4,10,18
386,2022-10-19,2022,4,10,19
387,2022-10-20,2022,4,10,20
388,2022-10-21,2022,4,10,21
389,2022-10-22,2022,4,10,22
390,2022-10-23,2022,4,10,23
391,2022-10-24,2022,4,10,24
392,2022-10-25,2022,4,10,25
393,2022-10-26,2022,4,10,26
394,2022-10-27,2022,4,10,27
395,2022-10-28,2022,4,10,28
396,2022-10-29,2022,4,10,29
397,2022-10-30,2022,4,10,30
398,2022-10-31,2022,4,10,31
399,2022-11-01,2022,4,11,1
400,2022-11-02,2022,4,11,2
401,2022-11-03,2022,4,11,3
402,2022-11-04,2022,4,11,4
403,2022-11-05,2022,4,11,5
404,2022-11-06,2022,4,11,6
405,2022-11-07,2022,4,11,7
406,2022-11-08,2022,4,11,8
407,2022-11-09,2022,4,11,9
408,2022-11-10,2022,4,11,10
409,2022-11-11,2022,4,11,11
410,2022-11-12,2022,4,11,12
411,2022-11-13,2022,4,11,13
412,2022-11-14,2022,4,11,14
413,2022-11-15,2022,4,11,15
414,2022-11-16,2022,4,11,16
415,2022-11-17,2022,4,11,17
416,2022-11-18,2022,4,11,18
417,2022-11-19,2022,4,11,19
418,2022-11-20,2022,4,11,20
419,2022-11-21,2022,4,11,21
420,2022-11-22,2022,4,11,22
421,2022-11-23,2022,4,11,23
422,2022-11-24,2022,4,11,24
423,2022-11-25,2022,4,11,25
424,2022-11-26,2022,4,11,26
425,2022-11-27,2022,4,11,27
426,2022-11-28,2022,4,11,28
427,2022-11-29,2022,4,11,29
428,2022-11-30,2022,4,11,30
429,2022-12-01,2022,4,12,1
430,2022-12-02,2022,4,12,2
431,2022-12-03,2022,4,12,3
432,2022-12-04,2022,4,12,4
433,2022-12-05,2022,4,12,5
434,2022-12-06,2022,4,12,6
435,2022-12-07,2022,4,12,7
436,2022-12-08,2022,4,12,8
437,2022-12-09,2022,4,12,9
438,2022-12-10,2022,4,12,10
439,2022-12-11,2022,4,12,11
440,2022-12-12,2022,4,12,12
441,2022-12-13,2022,4,12,13
442,2022-12-14,2022,4,12,14
443,2022-12-15,2022,4,12,15
444,2022-12-16,2022,4,12,16
445,2022-12-17,2022,4,12,17
446,2022-12-18,2022,4,12,18
447,2022-12-19,2022,4,12,19
448,2022-12-20,2022,4,12,20
449,2022-12-21,2022,4,12,21
450,2022-12-22,2022,4,12,22
451,2022-12-23,2022,4,12,23
452,2022-12-24,2022,4,12,24
453,2022-12-25,2022,4,12,25
454,2022-12-26,2022,4,12,26
455,2022-12-27,2022,4,12,27
456,2022-12-28,2022,4,12,28
457,2022-12-29,2022,4,12,29
458,2022-12-30,2022,4,12,30
459,2022-12-31,2022,4,12,31
460,2023-01-01,2023,1,1,1
461,2023-01-02,2023,1,1,2
462,2023-01-03,2023,1,1,3
463,2023-01-04,2023,1,1,4
464,2023-01-05,2023,1,1,5
465,2023-01-06,2023,1,1,6
466,2023-01-07,2023,1,1,7
467,2023-01-08,2023,1,1,8
468,2023-01-09,2023,1,1,9
469,2023-01-10,2023,1,1,10
470,2023-01-11,2023,1,1,11
471,2023-01-12,2023,1,1,12
472,2023-01-13,2023,1,1,13
473,2023-01-14,2023,1,1,14
474,2023-01-15,2023,1,1,15
475,2023-01-16,2023,1,1,16
476,2023-01-17,2023,1,1,17
477,2023-01-18,2023,1,1,18
478,2023-01-19,2023,1,1,19
479,2023-01-20,2023,1,1,20
480,2023-01-21,2023,1,1,21
481,2023-01-22,2023,1,1,22
482,2023-01-23,2023,1,1,23
483,2023-01-24,2023,1,1,24
484,2023-01-25,2023,1,1,25
485,2023-01-26,2023,1,1,26
486,2023-01-27,2023,1,1,27
487,2023-01-28,2023,1,1,28
488,2023-01-29,2023,1,1,29
489,2023-01-30,2023,1,1,30
490,2023-01-31,2023,1,1,31
491,2023-02-01,2023,1,2,1
492,2023-02-02,2023,1,2,2
493,2023-02-03,2023,1,2,3
494,2023-02-04,2023,1,2,4
495,2023-02-05,2023,1,2,5
496,2023-02-06,2023,1,2,6
497,2023-02-07,2023,1,2,7
498,2023-02-08,2023,1,2,8
499,2023-02-09,2023,1,2,9
500,2023-02-10,2023,1,2,10
501,2023-02-11,2023,1,2,11
502,2023-02-12,2023,1,2,12
503,2023-02-13,2023,1,2,13
504,2023-02-14,2023,1,2,14
505,2023-02-15,2023,1,2,15
506,2023-02-16,2023,1,2,16
507,2023-02-17,2023,1,2,17
508,2023-02-18,2023,1,2,18
509,2023-02-19,2023,1,2,19
510,2023-02-20,2023,1,2,20
511,2023-02-21,2023,1,2,21
512,2023-02-22,2023,1,2,22
513,2023-02-23,2023,1,2,23
514,2023-02-24,2023,1,2,24
515,2023-02-25,2023,1,2,25
516,2023-02-26,2023,1,2,26
517,2023-02-27,2023,1,2,27
518,2023-02-28,2023,1,2,28
519,2023-03-01,2023,1,3,1
520,2023-03-02,2023,1,3,2
521,2023-03-03,2023,1,3,3
522,2023-03-04,2023,1,3,4
523,2023-03-05,2023,1,3,5
524,2023-03-07,2023,1,3,7
525,2023-03-08,2023,1,3,8
526,2023-03-09,2023,1,3,9
527,2023-03-10,2023,1,3,10
528,2023-03-11,2023,1,3,11
529,2023-03-12,2023,1,3,12
530,2023-03-13,2023,1,3,13
531,2023-03-14,2023,1,3,14
532,2023-03-15,2023,1,3,15
533,2023-03-16,2023,1,3,16
534,2023-03-17,2023,1,3,17
535,2023-03-18,2023,1,3,18
536,2023-03-19,2023,1,3,19
537,2023-03-20,2023,1,3,20
538,2023-03-21,2023,1,3,21
539,2023-03-22,2023,1,3,22
540,2023-03-23,2023,1,3,23
541,2023-03-24,2023,1,3,24
542,2023-03-25,2023,1,3,25
543,2023-03-26,2023,1,3,26
544,2023-03-27,2023,1,3,27
545,2023-03-28,2023,1,3,28
546,2023-03-29,2023,1,3,29
547,2023-03-30,2023,1,3,30
548,2023-03-31,2023,1,3,31
549,2023-04-01,2023,2,4,1
550,2023-04-02,2023,2,4,2
551,2023-04-03,2023,2,4,3
552,2023-04-04,2023,2,4,4
553,2023-04-05,2023,2,4,5
554,2023-04-06,2023,2,4,6
555,2023-04-07,2023,2,4,7
556,2023-04-08,2023,2,4,8
557,2023-04-09,2023,2,4,9
558,2023-04-10,2023,2,4,10
559,2023-04-11,2023,2,4,11
560,2023-04-12,2023,2,4,12
561,2023-04-13,2023,2,4,13
562,2023-04-14,2023,2,4,14
563,2023-04-15,2023,2,4,15
564,2023-04-16,2023,2,4,16
565,2023-04-17,2023,2,4,17
566,2023-04-18,2023,2,4,18
567,2023-04-19,2023,2,4,19
568,2023-04-20,2023,2,4,20
569,2023-04-21,2023,2,4,21
570,2023-04-22,2023,2,4,22
571,2023-04-23,2023,2,4,23
572,2023-04-24,2023,2,4,24
573,2023-04-25,2023,2,4,25
574,2023-04-26,2023,2,4,26
575,2023-04-27,2023,2,4,27
576,2023-04-28,2023,2,4,28
577,2023-04-29,2023,2,4,29
578,2023-04-30,2023,2,4,30
579,2023-05-01,2023,2,5,1
580,2023-05-02,2023,2,5,2
581,2023-05-03,2023,2,5,3
582,2023-05-04,2023,2,5,4
583,2023-05-05,2023,2,5,5
584,2023-05-06,2023,2,5,6
585,2023-05-07,2023,2,5,7
586,2023-05-08,2023,2,5,8
587,2023-05-09,2023,2,5,9
588,2023-05-10,2023,2,5,10
589,2023-05-11,2023,2,5,11
590,2023-05-12,2023,2,5,12
591,2023-05-13,2023,2,5,13
592,2023-05-14,2023,2,5,14
593,2023-05-15,2023,2,5,15
594,2023-05-16,2023,2,5,16
595,2023-05-17,2023,2,5,17
596,2023-05-18,2023,2,5,18
597,2023-05-19,2023,2,5,19
598,2023-05-20,2023,2,5,20
599,2023-05-21,2023,2,5,21
600,2023-05-22,2023,2,5,22
601,2023-05-23,2023,2,5,23
602,2023-05-24,2023,2,5,24
603,2023-05-25,2023,2,5,25
604,2023-05-26,2023,2,5,26
605,2023-05-27,2023,2,5,27
606,2023-05-28,2023,2,5,28
607,2023-05-29,2023,2,5,29
608,2023-05-30,2023,2,5,30
609,2023-05-31,2023,2,5,31
610,2023-06-01,2023,2,6,1
611,2023-06-02,2023,2,6,2
612,2023-06-03,2023,2,6,3
613,2023-06-04,2023,2,6,4
614,2023-06-05,2023,2,6,5
615,2023-06-06,2023,2,6,6
616,2023-06-07,2023,2,6,7
617,2023-06-08,2023,2,6,8
618,2023-06-09,2023,2,6,9
619,2023-06-10,2023,2,6,10
620,2023-06-11,2023,2,6,11
621,2023-06-12,2023,2,6,12
622,2023-06-13,2023,2,6,13
623,2023-06-14,2023,2,6,14
624,2023-06-15,2023,2,6,15
625,2023-06-16,2023,2,6,16
626,2023-06-17,2023,2,6,17
627,2023-06-18,2023,2,6,18
628,2023-06-19,2023,2,6,19
629,2023-06-20,2023,2,6,20
630,2023-06-21,2023,2,6,21
631,2023-06-22,2023,2,6,22
632,2023-06-23,2023,2,6,23
633,2023-06-24,2023,2,6,24
634,2023-06-25,2023,2,6,25
635,2023-06-26,2023,2,6,26
636,2023-06-27,2023,2,6,27
637,2023-06-28,2023,2,6,28
638,2023-06-29,2023,2,6,29
639,2023-06-30,2023,2,6,30
640,2023-07-01,2023,3,7,1
641,2023-07-02,2023,3,7,2
642,2023-07-03,2023,3,7,3
643,2023-07-04,2023,3,7,4
644,2023-07-05,2023,3,7,5
645,2023-07-06,2023,3,7,6
646,2023-07-07,2023,3,7,7
647,2023-07-08,2023,3,7,8
648,2023-07-09,2023,3,7,9
649,2023-07-10,2023,3,7,10
650,2023-07-11,2023,3,7,11
651,2023-07-12,2023,3,7,12
652,2023-07-13,2023,3,7,13
653,2023-07-14,2023,3,7,14
654,2023-07-15,2023,3,7,15
655,2023-07-16,2023,3,7,16
656,2023-07-17,2023,3,7,17
657,2023-07-18,2023,3,7,18
658,2023-07-19,2023,3,7,19
659,2023-07-20,2023,3,7,20
660,2023-07-21,2023,3,7,21
661,2023-07-22,2023,3,7,22
662,2023-07-23,2023,3,7,23
663,2023-07-24,2023,3,7,24
664,2023-07-25,2023,3,7,25
665,2023-07-26,2023,3,7,26
666,2023-07-27,2023,3,7,27
667,2023-07-28,2023,3,7,28
668,2023-07-29,2023,3,7,29
669,2023-07-30,2023,3,7,30
670,2023-07-31,2023,3,7,31
671,2023-08-01,2023,3,8,1
672,2023-08-02,2023,3,8,2
673,2023-08-03,2023,3,8,3
674,2023-08-04,2023,3,8,4
675,2023-08-05,2023,3,8,5
676,2023-08-06,2023,3,8,6
677,2023-08-07,2023,3,8,7
678,2023-08-08,2023,3,8,8
679,2023-08-09,2023,3,8,9
680,2023-08-10,2023,3,8,10
681,2023-08-11,2023,3,8,11
682,2023-08-12,2023,3,8,12
683,2023-08-13,2023,3,8,13
684,2023-08-14,2023,3,8,14
685,2023-08-15,2023,3,8,15
686,2023-08-16,2023,3,8,16
687,2023-08-17,2023,3,8,17
688,2023-08-18,2023,3,8,18
689,2023-08-19,2023,3,8,19
690,2023-08-20,2023,3,8,20
691,2023-08-21,2023,3,8,21
692,2023-08-22,2023,3,8,22
693,2023-08-23,2023,3,8,23
694,2023-08-24,2023,3,8,24
695,2023-08-25,2023,3,8,25
696,2023-08-26,2023,3,8,26
697,2023-08-27,2023,3,8,27
698,2023-08-28,2023,3,8,28
699,2023-08-29,2023,3,8,29
700,2023-08-30,2023,3,8,30
701,2023-08-31,2023,3,8,31
702,2023-09-01,2023,3,9,1
703,2023-09-02,2023,3,9,2
704,2023-09-03,2023,3,9,3
705,2023-09-04,2023,3,9,4
706,2023-09-05,2023,3,9,5
707,2023-09-06,2023,3,9,6
708,2023-09-07,2023,3,9,7
709,2023-09-08,2023,3,9,8
710,2023-09-09,2023,3,9,9
711,2023-09-10,2023,3,9,10
712,2023-09-11,2023,3,9,11
713,2023-09-12,2023,3,9,12
714,2023-09-13,2023,3,9,13
715,2023-09-14,2023,3,9,14
716,2023-09-15,2023,3,9,15
717,2023-09-16,2023,3,9,16
718,2023-09-17,2023,3,9,17
719,2023-09-18,2023,3,9,18
720,2023-09-19,2023,3,9,19
721,2023-09-20,2023,3,9,20
722,2023-09-21,2023,3,9,21
723,2023-09-22,2023,3,9,22
724,2023-09-23,2023,3,9,23
725,2023-09-24,2023,3,9,24
726,2023-09-25,2023,3,9,25
727,2023-09-26,2023,3,9,26
728,2023-09-27,2023,3,9,27
729,2023-09-28,2023,3,9,28
