DateID,ProductID,SupplierID,StockReceived,StockSold,StockOnHand
501,192,2,487,243,244
501,192,14,487,243,244
501,195,2,487,243,244
501,195,14,487,243,244
501,196,2,487,243,244
501,196,14,487,243,244
501,197,2,487,243,244
501,197,14,487,243,244
501,199,2,487,243,244
501,199,14,487,243,244
501,201,2,487,243,244
501,201,14,487,243,244
501,202,2,487,243,244
501,202,14,487,243,244
501,203,2,487,243,244
501,203,14,487,243,244
501,204,2,487,243,244
501,204,14,487,243,244
501,208,2,487,243,244
501,208,14,487,243,244
501,209,2,487,243,244
501,209,14,487,243,244
501,211,2,487,243,244
501,211,14,487,243,244
501,212,2,487,243,244
501,212,14,487,243,244
501,217,2,487,243,244
501,217,14,487,243,244
501,219,2,487,243,244
501,219,14,487,243,244
501,221,2,487,243,244
501,221,14,487,243,244
501,222,2,487,243,244
501,222,14,487,243,244
501,223,2,487,243,244
501,223,14,487,243,244
501,224,2,487,243,244
501,224,14,487,243,244
501,225,2,487,243,244
501,225,14,487,243,244
501,226,2,487,243,244
501,226,14,487,243,244
501,229,2,487,243,244
501,229,14,487,243,244
501,231,2,487,243,244
501,231,14,487,243,244
501,233,2,487,243,244
501,233,14,487,243,244
501,235,2,487,243,244
501,235,14,487,243,244
501,236,2,487,243,244
501,236,14,487,243,244
501,238,2,487,243,244
501,238,14,487,243,244
501,239,2,487,243,244
501,239,14,487,243,244
501,240,2,487,243,244
501,240,14,487,243,244
501,241,2,487,243,244
501,241,14,487,243,244
501,243,2,487,243,244
501,243,14,487,243,244
501,244,2,487,243,244
501,244,14,487,243,244
501,245,2,487,243,244
501,245,14,487,243,244
501,246,2,487,243,244
501,246,14,487,243,244
501,248,2,487,243,244
501,248,14,487,243,244
501,252,2,487,243,244
501,252,14,487,243,244
501,253,2,487,243,244
501,253,14,487,243,244
501,254,2,487,243,244
501,254,14,487,243,244
501,255,2,487,243,244
501,255,14,487,243,244
501,256,2,487,243,244
501,256,14,487,243,244
501,258,2,487,243,244
501,258,14,487,243,244
501,261,2,487,243,244
501,261,14,487,243,244
501,263,2,487,243,244
501,263,14,487,243,244
501,264,2,487,243,244
501,264,14,487,243,244
501,266,2,487,243,244
501,266,14,487,243,244
501,267,2,487,243,244
501,267,14,487,243,244
501,271,2,487,243,244
501,271,14,487,243,244
46,3,3,341,188,153
46,3,22,341,188,153
46,22,3,341,188,153
46,22,22,341,188,153
46,81,3,341,188,153
46,81,22,341,188,153
46,94,3,341,188,153
46,94,22,341,188,153
46,118,3,341,188,153
46,118,22,341,188,153
46,119,3,341,188,153
46,119,22,341,188,153
46,162,3,341,188,153
46,162,22,341,188,153
46,184,3,341,188,153
46,184,22,341,188,153
46,213,3,341,188,153
46,213,22,341,188,153
570,1,1,429,351,78
570,1,38,429,351,78
570,4,1,429,351,78
570,4,38,429,351,78
570,31,1,429,351,78
570,31,38,429,351,78
570,34,1,429,351,78
570,34,38,429,351,78
570,46,1,429,351,78
570,46,38,429,351,78
570,102,1,429,351,78
570,102,38,429,351,78
570,150,1,429,351,78
570,150,38,429,351,78
570,200,1,429,351,78
570,200,38,429,351,78
570,259,1,429,351,78
570,259,38,429,351,78
436,2,4,79,61,18
436,2,40,79,61,18
436,6,4,79,61,18
436,6,40,79,61,18
436,8,4,79,61,18
436,8,40,79,61,18
436,12,4,79,61,18
436,12,40,79,61,18
436,19,4,79,61,18
436,19,40,79,61,18
436,23,4,79,61,18
436,23,40,79,61,18
436,32,4,79,61,18
436,32,40,79,61,18
436,39,4,79,61,18
436,39,40,79,61,18
436,50,4,79,61,18
436,50,40,79,61,18
436,53,4,79,61,18
436,53,40,79,61,18
436,67,4,79,61,18
436,67,40,79,61,18
436,68,4,79,61,18
436,68,40,79,61,18
436,76,4,79,61,18
436,76,40,79,61,18
436,77,4,79,61,18
436,77,40,79,61,18
436,84,4,79,61,18
436,84,40,79,61,18
436,97,4,79,61,18
436,97,40,79,61,18
436,103,4,79,61,18
436,103,40,79,61,18
436,109,4,79,61,18
436,109,40,79,61,18
436,111,4,79,61,18
436,111,40,79,61,18
436,113,4,79,61,18
436,113,40,79,61,18
436,117,4,79,61,18
436,117,40,79,61,18
436,120,4,79,61,18
436,120,40,79,61,18
436,122,4,79,61,18
436,122,40,79,61,18
436,123,4,79,61,18
436,123,40,79,61,18
436,128,4,79,61,18
436,128,40,79,61,18
436,133,4,79,61,18
436,133,40,79,61,18
436,138,4,79,61,18
436,138,40,79,61,18
436,142,4,79,61,18
436,142,40,79,61,18
436,147,4,79,61,18
436,147,40,79,61,18
436,149,4,79,61,18
436,149,40,79,61,18
436,152,4,79,61,18
436,152,40,79,61,18
436,155,4,79,61,18
436,155,40,79,61,18
436,160,4,79,61,18
436,160,40,79,61,18
436,164,4,79,61,18
436,164,40,79,61,18
436,165,4,79,61,18
436,165,40,79,61,18
436,166,4,79,61,18
436,166,40,79,61,18
436,174,4,79,61,18
436,174,40,79,61,18
436,175,4,79,61,18
436,175,40,79,61,18
436,179,4,79,61,18
436,179,40,79,61,18
436,182,4,79,61,18
436,182,40,79,61,18
436,183,4,79,61,18
436,183,40,79,61,18
436,188,4,79,61,18
436,188,40,79,61,18
436,189,4,79,61,18
436,189,40,79,61,18
436,192,4,79,61,18
436,192,40,79,61,18
436,195,4,79,61,18
436,195,40,79,61,18
436,196,4,79,61,18
436,196,40,79,61,18
436,197,4,79,61,18
436,197,40,79,61,18
436,199,4,79,61,18
436,199,40,79,61,18
436,201,4,79,61,18
436,201,40,79,61,18
436,202,4,79,61,18
436,202,40,79,61,18
436,203,4,79,61,18
436,203,40,79,61,18
436,204,4,79,61,18
436,204,40,79,61,18
436,208,4,79,61,18
436,208,40,79,61,18
436,209,4,79,61,18
436,209,40,79,61,18
436,211,4,79,61,18
436,211,40,79,61,18
436,212,4,79,61,18
436,212,40,79,61,18
436,217,4,79,61,18
436,217,40,79,61,18
436,219,4,79,61,18
436,219,40,79,61,18
436,221,4,79,61,18
436,221,40,79,61,18
436,222,4,79,61,18
436,222,40,79,61,18
436,223,4,79,61,18
436,223,40,79,61,18
436,224,4,79,61,18
436,224,40,79,61,18
436,225,4,79,61,18
436,225,40,79,61,18
436,226,4,79,61,18
436,226,40,79,61,18
436,229,4,79,61,18
436,229,40,79,61,18
436,231,4,79,61,18
436,231,40,79,61,18
436,233,4,79,61,18
436,233,40,79,61,18
436,235,4,79,61,18
436,235,40,79,61,18
436,236,4,79,61,18
436,236,40,79,61,18
436,238,4,79,61,18
436,238,40,79,61,18
436,239,4,79,61,18
436,239,40,79,61,18
436,240,4,79,61,18
436,240,40,79,61,18
436,241,4,79,61,18
436,241,40,79,61,18
436,243,4,79,61,18
436,243,40,79,61,18
436,244,4,79,61,18
436,244,40,79,61,18
436,245,4,79,61,18
436,245,40,79,61,18
436,246,4,79,61,18
436,246,40,79,61,18
436,248,4,79,61,18
436,248,40,79,61,18
436,252,4,79,61,18
436,252,40,79,61,18
436,253,4,79,61,18
436,253,40,79,61,18
436,254,4,79,61,18
436,254,40,79,61,18
436,255,4,79,61,18
436,255,40,79,61,18
436,256,4,79,61,18
436,256,40,79,61,18
436,258,4,79,61,18
436,258,40,79,61,18
436,261,4,79,61,18
436,261,40,79,61,18
436,263,4,79,61,18
436,263,40,79,61,18
436,264,4,79,61,18
436,264,40,79,61,18
436,266,4,79,61,18
436,266,40,79,61,18
436,267,4,79,61,18
436,267,40,79,61,18
436,271,4,79,61,18
436,271,40,79,61,18
714,5,4,339,296,43
714,5,40,339,296,43
714,9,4,339,296,43
714,9,40,339,296,43
714,74,4,339,296,43
714,74,40,339,296,43
714,106,4,339,296,43
714,106,40,339,296,43
714,129,4,339,296,43
714,129,40,339,296,43
714,169,4,339,296,43
714,169,40,339,296,43
714,257,4,339,296,43
714,257,40,339,296,43
714,268,4,339,296,43
714,268,40,339,296,43
658,2,5,305,53,252
658,2,34,305,53,252
658,6,5,305,53,252
658,6,34,305,53,252
658,8,5,305,53,252
658,8,34,305,53,252
658,12,5,305,53,252
658,12,34,305,53,252
658,19,5,305,53,252
658,19,34,305,53,252
658,23,5,305,53,252
658,23,34,305,53,252
658,32,5,305,53,252
658,32,34,305,53,252
658,39,5,305,53,252
658,39,34,305,53,252
658,50,5,305,53,252
658,50,34,305,53,252
658,53,5,305,53,252
658,53,34,305,53,252
658,67,5,305,53,252
658,67,34,305,53,252
658,68,5,305,53,252
658,68,34,305,53,252
658,76,5,305,53,252
658,76,34,305,53,252
658,77,5,305,53,252
658,77,34,305,53,252
658,84,5,305,53,252
658,84,34,305,53,252
658,97,5,305,53,252
658,97,34,305,53,252
658,103,5,305,53,252
658,103,34,305,53,252
658,109,5,305,53,252
658,109,34,305,53,252
658,111,5,305,53,252
658,111,34,305,53,252
658,113,5,305,53,252
658,113,34,305,53,252
658,117,5,305,53,252
658,117,34,305,53,252
658,120,5,305,53,252
658,120,34,305,53,252
658,122,5,305,53,252
658,122,34,305,53,252
658,123,5,305,53,252
658,123,34,305,53,252
658,128,5,305,53,252
658,128,34,305,53,252
658,133,5,305,53,252
658,133,34,305,53,252
658,138,5,305,53,252
658,138,34,305,53,252
658,142,5,305,53,252
658,142,34,305,53,252
658,147,5,305,53,252
658,147,34,305,53,252
658,149,5,305,53,252
658,149,34,305,53,252
658,152,5,305,53,252
658,152,34,305,53,252
658,155,5,305,53,252
658,155,34,305,53,252
658,160,5,305,53,252
658,160,34,305,53,252
658,164,5,305,53,252
658,164,34,305,53,252
658,165,5,305,53,252
658,165,34,305,53,252
658,166,5,305,53,252
658,166,34,305,53,252
658,174,5,305,53,252
658,174,34,305,53,252
658,175,5,305,53,252
658,175,34,305,53,252
658,179,5,305,53,252
658,179,34,305,53,252
658,182,5,305,53,252
658,182,34,305,53,252
658,183,5,305,53,252
658,183,34,305,53,252
658,188,5,305,53,252
658,188,34,305,53,252
658,189,5,305,53,252
658,189,34,305,53,252
658,192,5,305,53,252
658,192,34,305,53,252
658,195,5,305,53,252
658,195,34,305,53,252
658,196,5,305,53,252
658,196,34,305,53,252
658,197,5,305,53,252
658,197,34,305,53,252
658,199,5,305,53,252
658,199,34,305,53,252
658,201,5,305,53,252
658,201,34,305,53,252
658,202,5,305,53,252
658,202,34,305,53,252
658,203,5,305,53,252
658,203,34,305,53,252
658,204,5,305,53,252
658,204,34,305,53,252
658,208,5,305,53,252
658,208,34,305,53,252
658,209,5,305,53,252
658,209,34,305,53,252
658,211,5,305,53,252
658,211,34,305,53,252
658,212,5,305,53,252
658,212,34,305,53,252
658,217,5,305,53,252
658,217,34,305,53,252
658,219,5,305,53,252
658,219,34,305,53,252
658,221,5,305,53,252
658,221,34,305,53,252
658,222,5,305,53,252
658,222,34,305,53,252
658,223,5,305,53,252
658,223,34,305,53,252
658,224,5,305,53,252
658,224,34,305,53,252
658,225,5,305,53,252
658,225,34,305,53,252
658,226,5,305,53,252
658,226,34,305,53,252
658,229,5,305,53,252
658,229,34,305,53,252
658,231,5,305,53,252
658,231,34,305,53,252
658,233,5,305,53,252
658,233,34,305,53,252
658,235,5,305,53,252
658,235,34,305,53,252
658,236,5,305,53,252
658,236,34,305,53,252
658,238,5,305,53,252
658,238,34,305,53,252
658,239,5,305,53,252
658,239,34,305,53,252
658,240,5,305,53,252
658,240,34,305,53,252
658,241,5,305,53,252
658,241,34,305,53,252
658,243,5,305,53,252
658,243,34,305,53,252
658,244,5,305,53,252
658,244,34,305,53,252
658,245,5,305,53,252
658,245,34,305,53,252
658,246,5,305,53,252
658,246,34,305,53,252
658,248,5,305,53,252
658,248,34,305,53,252
658,252,5,305,53,252
658,252,34,305,53,252
658,253,5,305,53,252
658,253,34,305,53,252
658,254,5,305,53,252
658,254,34,305,53,252
658,255,5,305,53,252
658,255,34,305,53,252
658,256,5,305,53,252
658,256,34,305,53,252
658,258,5,305,53,252
658,258,34,305,53,252
658,261,5,305,53,252
658,261,34,305,53,252
658,263,5,305,53,252
658,263,34,305,53,252
658,264,5,305,53,252
658,264,34,305,53,252
658,266,5,305,53,252
658,266,34,305,53,252
658,267,5,305,53,252
658,267,34,305,53,252
658,271,5,305,53,252
658,271,34,305,53,252
690,7,6,440,338,102
690,7,27,440,338,102
690,59,6,440,338,102
690,59,27,440,338,102
690,72,6,440,338,102
690,72,27,440,338,102
690,79,6,440,338,102
690,79,27,440,338,102
690,121,6,440,338,102
690,121,27,440,338,102
690,131,6,440,338,102
690,131,27,440,338,102
690,139,6,440,338,102
690,139,27,440,338,102
690,250,6,440,338,102
690,250,27,440,338,102
690,251,6,440,338,102
690,251,27,440,338,102
654,2,7,260,254,6
654,2,30,260,254,6
654,6,7,260,254,6
654,6,30,260,254,6
654,8,7,260,254,6
654,8,30,260,254,6
654,12,7,260,254,6
654,12,30,260,254,6
654,19,7,260,254,6
654,19,30,260,254,6
654,23,7,260,254,6
654,23,30,260,254,6
654,32,7,260,254,6
654,32,30,260,254,6
654,39,7,260,254,6
654,39,30,260,254,6
654,50,7,260,254,6
654,50,30,260,254,6
654,53,7,260,254,6
654,53,30,260,254,6
654,67,7,260,254,6
654,67,30,260,254,6
654,68,7,260,254,6
654,68,30,260,254,6
654,76,7,260,254,6
654,76,30,260,254,6
654,77,7,260,254,6
654,77,30,260,254,6
654,84,7,260,254,6
654,84,30,260,254,6
654,97,7,260,254,6
654,97,30,260,254,6
654,103,7,260,254,6
654,103,30,260,254,6
654,109,7,260,254,6
654,109,30,260,254,6
654,111,7,260,254,6
654,111,30,260,254,6
654,113,7,260,254,6
654,113,30,260,254,6
654,117,7,260,254,6
654,117,30,260,254,6
654,120,7,260,254,6
654,120,30,260,254,6
654,122,7,260,254,6
654,122,30,260,254,6
654,123,7,260,254,6
654,123,30,260,254,6
654,128,7,260,254,6
654,128,30,260,254,6
654,133,7,260,254,6
654,133,30,260,254,6
654,138,7,260,254,6
654,138,30,260,254,6
654,142,7,260,254,6
654,142,30,260,254,6
654,147,7,260,254,6
654,147,30,260,254,6
654,149,7,260,254,6
654,149,30,260,254,6
654,152,7,260,254,6
654,152,30,260,254,6
654,155,7,260,254,6
654,155,30,260,254,6
654,160,7,260,254,6
654,160,30,260,254,6
654,164,7,260,254,6
654,164,30,260,254,6
654,165,7,260,254,6
654,165,30,260,254,6
654,166,7,260,254,6
654,166,30,260,254,6
654,174,7,260,254,6
654,174,30,260,254,6
654,175,7,260,254,6
654,175,30,260,254,6
654,179,7,260,254,6
654,179,30,260,254,6
654,182,7,260,254,6
654,182,30,260,254,6
654,183,7,260,254,6
654,183,30,260,254,6
654,188,7,260,254,6
654,188,30,260,254,6
654,189,7,260,254,6
654,189,30,260,254,6
654,192,7,260,254,6
654,192,30,260,254,6
654,195,7,260,254,6
654,195,30,260,254,6
654,196,7,260,254,6
654,196,30,260,254,6
654,197,7,260,254,6
654,197,30,260,254,6
654,199,7,260,254,6
654,199,30,260,254,6
654,201,7,260,254,6
654,201,30,260,254,6
654,202,7,260,254,6
654,202,30,260,254,6
654,203,7,260,254,6
654,203,30,260,254,6
654,204,7,260,254,6
654,204,30,260,254,6
654,208,7,260,254,6
654,208,30,260,254,6
654,209,7,260,254,6
654,209,30,260,254,6
654,211,7,260,254,6
654,211,30,260,254,6
654,212,7,260,254,6
654,212,30,260,254,6
654,217,7,260,254,6
654,217,30,260,254,6
654,219,7,260,254,6
654,219,30,260,254,6
654,221,7,260,254,6
654,221,30,260,254,6
654,222,7,260,254,6
654,222,30,260,254,6
654,223,7,260,254,6
654,223,30,260,254,6
654,224,7,260,254,6
654,224,30,260,254,6
654,225,7,260,254,6
654,225,30,260,254,6
654,226,7,260,254,6
654,226,30,260,254,6
654,229,7,260,254,6
654,229,30,260,254,6
654,231,7,260,254,6
654,231,30,260,254,6
654,233,7,260,254,6
654,233,30,260,254,6
654,235,7,260,254,6
654,235,30,260,254,6
654,236,7,260,254,6
654,236,30,260,254,6
654,238,7,260,254,6
654,238,30,260,254,6
654,239,7,260,254,6
654,239,30,260,254,6
654,240,7,260,254,6
654,240,30,260,254,6
654,241,7,260,254,6
654,241,30,260,254,6
654,243,7,260,254,6
654,243,30,260,254,6
654,244,7,260,254,6
654,244,30,260,254,6
654,245,7,260,254,6
654,245,30,260,254,6
654,246,7,260,254,6
654,246,30,260,254,6
654,248,7,260,254,6
654,248,30,260,254,6
654,252,7,260,254,6
654,252,30,260,254,6
654,253,7,260,254,6
654,253,30,260,254,6
654,254,7,260,254,6
654,254,30,260,254,6
654,255,7,260,254,6
654,255,30,260,254,6
654,256,7,260,254,6
654,256,30,260,254,6
654,258,7,260,254,6
654,258,30,260,254,6
654,261,7,260,254,6
654,261,30,260,254,6
654,263,7,260,254,6
654,263,30,260,254,6
654,264,7,260,254,6
654,264,30,260,254,6
654,266,7,260,254,6
654,266,30,260,254,6
654,267,7,260,254,6
654,267,30,260,254,6
654,271,7,260,254,6
654,271,30,260,254,6
220,5,8,121,13,108
220,5,26,121,13,108
220,9,8,121,13,108
220,9,26,121,13,108
220,74,8,121,13,108
220,74,26,121,13,108
220,106,8,121,13,108
220,106,26,121,13,108
220,129,8,121,13,108
220,129,26,121,13,108
220,169,8,121,13,108
220,169,26,121,13,108
220,257,8,121,13,108
220,257,26,121,13,108
220,268,8,121,13,108
220,268,26,121,13,108
720,10,9,290,147,143
720,10,31,290,147,143
720,17,9,290,147,143
720,17,31,290,147,143
720,92,9,290,147,143
720,92,31,290,147,143
720,114,9,290,147,143
720,114,31,290,147,143
720,136,9,290,147,143
720,136,31,290,147,143
720,159,9,290,147,143
720,159,31,290,147,143
720,180,9,290,147,143
720,180,31,290,147,143
720,230,9,290,147,143
720,230,31,290,147,143
386,11,10,319,94,225
386,11,39,319,94,225
386,44,10,319,94,225
386,44,39,319,94,225
386,58,10,319,94,225
386,58,39,319,94,225
386,66,10,319,94,225
386,66,39,319,94,225
386,105,10,319,94,225
386,105,39,319,94,225
386,115,10,319,94,225
386,115,39,319,94,225
386,185,10,319,94,225
386,185,39,319,94,225
386,205,10,319,94,225
386,205,39,319,94,225
386,214,10,319,94,225
386,214,39,319,94,225
336,2,11,232,3,229
336,2,12,232,3,229
336,6,11,232,3,229
336,6,12,232,3,229
336,8,11,232,3,229
336,8,12,232,3,229
336,12,11,232,3,229
336,12,12,232,3,229
336,19,11,232,3,229
336,19,12,232,3,229
336,23,11,232,3,229
336,23,12,232,3,229
336,32,11,232,3,229
336,32,12,232,3,229
336,39,11,232,3,229
336,39,12,232,3,229
336,50,11,232,3,229
336,50,12,232,3,229
336,53,11,232,3,229
336,53,12,232,3,229
336,67,11,232,3,229
336,67,12,232,3,229
336,68,11,232,3,229
336,68,12,232,3,229
336,76,11,232,3,229
336,76,12,232,3,229
336,77,11,232,3,229
336,77,12,232,3,229
336,84,11,232,3,229
336,84,12,232,3,229
336,97,11,232,3,229
336,97,12,232,3,229
336,103,11,232,3,229
336,103,12,232,3,229
336,109,11,232,3,229
336,109,12,232,3,229
336,111,11,232,3,229
336,111,12,232,3,229
336,113,11,232,3,229
336,113,12,232,3,229
336,117,11,232,3,229
336,117,12,232,3,229
336,120,11,232,3,229
336,120,12,232,3,229
336,122,11,232,3,229
336,122,12,232,3,229
336,123,11,232,3,229
336,123,12,232,3,229
336,128,11,232,3,229
336,128,12,232,3,229
336,133,11,232,3,229
336,133,12,232,3,229
336,138,11,232,3,229
336,138,12,232,3,229
336,142,11,232,3,229
336,142,12,232,3,229
336,147,11,232,3,229
336,147,12,232,3,229
336,149,11,232,3,229
336,149,12,232,3,229
336,152,11,232,3,229
336,152,12,232,3,229
336,155,11,232,3,229
336,155,12,232,3,229
336,160,11,232,3,229
336,160,12,232,3,229
336,164,11,232,3,229
336,164,12,232,3,229
336,165,11,232,3,229
336,165,12,232,3,229
336,166,11,232,3,229
336,166,12,232,3,229
336,174,11,232,3,229
336,174,12,232,3,229
336,175,11,232,3,229
336,175,12,232,3,229
336,179,11,232,3,229
336,179,12,232,3,229
336,182,11,232,3,229
336,182,12,232,3,229
336,183,11,232,3,229
336,183,12,232,3,229
336,188,11,232,3,229
336,188,12,232,3,229
336,189,11,232,3,229
336,189,12,232,3,229
336,192,11,232,3,229
336,192,12,232,3,229
336,195,11,232,3,229
336,195,12,232,3,229
336,196,11,232,3,229
336,196,12,232,3,229
336,197,11,232,3,229
336,197,12,232,3,229
336,199,11,232,3,229
336,199,12,232,3,229
336,201,11,232,3,229
336,201,12,232,3,229
336,202,11,232,3,229
336,202,12,232,3,229
336,203,11,232,3,229
336,203,12,232,3,229
336,204,11,232,3,229
336,204,12,232,3,229
336,208,11,232,3,229
336,208,12,232,3,229
336,209,11,232,3,229
336,209,12,232,3,229
336,211,11,232,3,229
336,211,12,232,3,229
336,212,11,232,3,229
336,212,12,232,3,229
336,217,11,232,3,229
336,217,12,232,3,229
336,219,11,232,3,229
336,219,12,232,3,229
336,221,11,232,3,229
336,221,12,232,3,229
336,222,11,232,3,229
336,222,12,232,3,229
336,223,11,232,3,229
336,223,12,232,3,229
336,224,11,232,3,229
336,224,12,232,3,229
336,225,11,232,3,229
336,225,12,232,3,229
336,226,11,232,3,229
336,226,12,232,3,229
336,229,11,232,3,229
336,229,12,232,3,229
336,231,11,232,3,229
336,231,12,232,3,229
336,233,11,232,3,229
336,233,12,232,3,229
336,235,11,232,3,229
336,235,12,232,3,229
336,236,11,232,3,229
336,236,12,232,3,229
336,238,11,232,3,229
336,238,12,232,3,229
336,239,11,232,3,229
336,239,12,232,3,229
336,240,11,232,3,229
336,240,12,232,3,229
336,241,11,232,3,229
336,241,12,232,3,229
336,243,11,232,3,229
336,243,12,232,3,229
336,244,11,232,3,229
336,244,12,232,3,229
336,245,11,232,3,229
336,245,12,232,3,229
336,246,11,232,3,229
336,246,12,232,3,229
336,248,11,232,3,229
336,248,12,232,3,229
336,252,11,232,3,229
336,252,12,232,3,229
336,253,11,232,3,229
336,253,12,232,3,229
336,254,11,232,3,229
336,254,12,232,3,229
336,255,11,232,3,229
336,255,12,232,3,229
336,256,11,232,3,229
336,256,12,232,3,229
336,258,11,232,3,229
336,258,12,232,3,229
336,261,11,232,3,229
336,261,12,232,3,229
336,263,11,232,3,229
336,263,12,232,3,229
336,264,11,232,3,229
336,264,12,232,3,229
336,266,11,232,3,229
336,266,12,232,3,229
336,267,11,232,3,229
336,267,12,232,3,229
336,271,11,232,3,229
336,271,12,232,3,229
484,11,3,250,130,120
484,11,22,250,130,120
484,44,3,250,130,120
484,44,22,250,130,120
484,58,3,250,130,120
484,58,22,250,130,120
484,66,3,250,130,120
484,66,22,250,130,120
484,105,3,250,130,120
484,105,22,250,130,120
484,115,3,250,130,120
484,115,22,250,130,120
484,185,3,250,130,120
484,185,22,250,130,120
484,205,3,250,130,120
484,205,22,250,130,120
484,214,3,250,130,120
484,214,22,250,130,120
400,13,10,214,113,101
400,13,39,214,113,101
400,41,10,214,113,101
400,41,39,214,113,101
400,65,10,214,113,101
400,65,39,214,113,101
400,88,10,214,113,101
400,88,39,214,113,101
400,89,10,214,113,101
400,89,39,214,113,101
400,95,10,214,113,101
400,95,39,214,113,101
400,161,10,214,113,101
400,161,39,214,113,101
400,178,10,214,113,101
400,178,39,214,113,101
400,187,10,214,113,101
400,187,39,214,113,101
400,242,10,214,113,101
400,242,39,214,113,101
668,14,11,412,41,371
668,14,12,412,41,371
668,25,11,412,41,371
668,25,12,412,41,371
668,43,11,412,41,371
668,43,12,412,41,371
668,124,11,412,41,371
668,124,12,412,41,371
668,148,11,412,41,371
668,148,12,412,41,371
668,181,11,412,41,371
668,181,12,412,41,371
668,190,11,412,41,371
668,190,12,412,41,371
668,228,11,412,41,371
668,228,12,412,41,371
134,15,11,295,93,202
134,15,12,295,93,202
134,70,11,295,93,202
134,70,12,295,93,202
134,80,11,295,93,202
134,80,12,295,93,202
134,91,11,295,93,202
134,91,12,295,93,202
134,104,11,295,93,202
134,104,12,295,93,202
134,107,11,295,93,202
134,107,12,295,93,202
134,173,11,295,93,202
134,173,12,295,93,202
134,234,11,295,93,202
134,234,12,295,93,202
134,265,11,295,93,202
134,265,12,295,93,202
573,11,10,356,147,209
573,11,39,356,147,209
573,44,10,356,147,209
573,44,39,356,147,209
573,58,10,356,147,209
573,58,39,356,147,209
573,66,10,356,147,209
573,66,39,356,147,209
573,105,10,356,147,209
573,105,39,356,147,209
573,115,10,356,147,209
573,115,39,356,147,209
573,185,10,356,147,209
573,185,39,356,147,209
573,205,10,356,147,209
573,205,39,356,147,209
573,214,10,356,147,209
573,214,39,356,147,209
373,16,6,457,133,324
373,16,27,457,133,324
373,30,6,457,133,324
373,30,27,457,133,324
373,48,6,457,133,324
373,48,27,457,133,324
373,82,6,457,133,324
373,82,27,457,133,324
373,110,6,457,133,324
373,110,27,457,133,324
373,186,6,457,133,324
373,186,27,457,133,324
373,207,6,457,133,324
373,207,27,457,133,324
373,210,6,457,133,324
373,210,27,457,133,324
373,215,6,457,133,324
373,215,27,457,133,324
721,10,13,346,269,77
721,10,29,346,269,77
721,17,13,346,269,77
721,17,29,346,269,77
721,92,13,346,269,77
721,92,29,346,269,77
721,114,13,346,269,77
721,114,29,346,269,77
721,136,13,346,269,77
721,136,29,346,269,77
721,159,13,346,269,77
721,159,29,346,269,77
721,180,13,346,269,77
721,180,29,346,269,77
721,230,13,346,269,77
