DateID,CustomerID,AddressID,TransporterID,TransportationTypeID,QuantitySold,TotalAmount
532,24,24,14,1,58,21112.58
532,24,24,16,2,58,21112.58
295,25,25,11,2,77,20682.97
295,25,25,13,1,77,20682.97
295,25,25,17,3,77,20682.97
642,26,26,11,2,67,25900.19
642,26,26,13,1,67,25900.19
642,26,26,17,3,67,25900.19
46,27,27,4,3,61,58043.33
46,27,27,14,1,61,58043.33
46,27,27,16,2,61,58043.33
553,28,28,1,1,24,20948.4
553,28,28,8,3,24,20948.4
553,28,28,15,2,24,20948.4
107,29,29,11,2,28,12910.52
107,29,29,13,1,28,12910.52
107,29,29,17,3,28,12910.52
117,30,30,5,1,86,85581.18
117,30,30,7,2,86,85581.18
117,30,30,9,3,86,85581.18
420,31,31,6,1,85,54579.35
420,31,31,10,3,85,54579.35
420,31,31,18,2,85,54579.35
178,32,32,4,3,13,4732.13
178,32,32,14,1,13,4732.13
178,32,32,16,2,13,4732.13
371,33,33,5,1,37,16024.7
371,33,33,7,2,37,16024.7
371,33,33,9,3,37,16024.7
487,34,34,4,3,44,28648.84
487,34,34,14,1,44,28648.84
487,34,34,16,2,44,28648.84
108,35,35,1,1,92,60016.2
108,35,35,8,3,92,60016.2
108,35,35,15,2,92,60016.2
194,36,36,1,1,59,22807.63
194,36,36,8,3,59,22807.63
194,36,36,15,2,59,22807.63
54,37,37,2,2,55,2542.65
54,37,37,3,3,55,2542.65
54,37,37,12,1,55,2542.65
141,38,38,5,1,95,41022.9
141,38,38,7,2,95,41022.9
141,38,38,9,3,95,41022.9
435,39,39,4,3,61,39717.71
435,39,39,14,1,61,39717.71
435,39,39,16,2,61,39717.71
407,40,40,5,1,54,35226.9
407,40,40,7,2,54,35226.9
407,40,40,9,3,54,35226.9
161,41,41,1,1,59,49571.21000000001
161,41,41,8,3,59,49571.21000000001
161,41,41,15,2,59,49571.21000000001
619,42,42,1,1,67,44223.35
619,42,42,8,3,67,44223.35
619,42,42,15,2,67,44223.35
432,43,43,5,1,74,34120.66
432,43,43,7,2,74,34120.66
432,43,43,9,3,74,34120.66
441,44,44,5,1,87,37679.7
441,44,44,7,2,87,37679.7
441,44,44,9,3,87,37679.7
292,45,45,1,1,51,18564.51
292,45,45,8,3,51,18564.51
292,45,45,15,2,51,18564.51
398,46,46,2,2,55,21261.35
398,46,46,3,3,55,21261.35
398,46,46,12,1,55,21261.35
181,47,47,6,1,32,31844.16
181,47,3988,6,1,32,31844.16
181,3988,47,6,1,32,31844.16
181,3988,3988,6,1,32,31844.16
181,47,47,10,3,32,31844.16
181,47,3988,10,3,32,31844.16
181,3988,47,10,3,32,31844.16
181,3988,3988,10,3,32,31844.16
181,47,47,18,2,32,31844.16
181,47,3988,18,2,32,31844.16
181,3988,47,18,2,32,31844.16
181,3988,3988,18,2,32,31844.16
403,48,48,11,2,83,3837.09
403,48,48,13,1,83,3837.09
403,48,48,17,3,83,3837.09
478,49,49,11,2,58,57717.54
478,49,49,13,1,58,57717.54
478,49,49,17,3,58,57717.54
52,50,50,2,2,11,9321.73
52,50,50,3,3,11,9321.73
52,50,50,12,1,11,9321.73
472,51,51,6,1,90,20593.8
472,51,51,10,3,90,20593.8
472,51,51,18,2,90,20593.8
713,52,52,4,3,40,33897.2
713,52,52,14,1,40,33897.2
713,52,52,16,2,40,33897.2
546,53,53,2,2,37,14303.09
546,53,53,3,3,37,14303.09
546,53,53,12,1,37,14303.09
613,54,54,5,1,13,5613.66
613,54,54,7,2,13,5613.66
613,54,54,9,3,13,5613.66
122,55,55,5,1,43,18623.3
122,55,55,7,2,43,18623.3
122,55,55,9,3,43,18623.3
538,56,56,5,1,85,5780.85
538,56,56,7,2,85,5780.85
538,56,56,9,3,85,5780.85
620,57,57,5,1,18,8299.619999999999
620,57,57,7,2,18,8299.619999999999
620,57,57,9,3,18,8299.619999999999
610,58,58,1,1,90,57789.9
610,58,58,8,3,90,57789.9
610,58,58,15,2,90,57789.9
86,59,59,11,2,13,12093.9
86,59,3251,11,2,13,12093.9
86,3251,59,11,2,13,12093.9
86,3251,3251,11,2,13,12093.9
86,59,59,13,1,13,12093.9
86,59,3251,13,1,13,12093.9
86,3251,59,13,1,13,12093.9
86,3251,3251,13,1,13,12093.9
86,59,59,17,3,13,12093.9
86,59,3251,17,3,13,12093.9
86,3251,59,17,3,13,12093.9
86,3251,3251,17,3,13,12093.9
51,60,60,2,2,82,71573.7
51,60,60,3,3,82,71573.7
51,60,60,12,1,82,71573.7
296,61,61,5,1,5,1343.0500000000002
296,61,61,7,2,5,1343.0500000000002
296,61,61,9,3,5,1343.0500000000002
280,62,62,11,2,53,50431.09
280,62,62,13,1,53,50431.09
280,62,62,17,3,53,50431.09
227,63,63,11,2,21,13699.35
227,63,63,13,1,21,13699.35
227,63,63,17,3,21,13699.35
679,64,64,1,1,70,4760.700000000001
679,64,64,8,3,70,4760.700000000001
679,64,64,15,2,70,4760.700000000001
275,65,65,2,2,37,1710.51
275,65,65,3,3,37,1710.51
275,65,65,12,1,37,1710.51
629,66,66,6,1,92,59902.12
629,66,66,10,3,92,59902.12
629,66,66,18,2,92,59902.12
527,67,67,2,2,46,10525.72
527,67,67,3,3,46,10525.72
527,67,67,12,1,46,10525.72
590,68,68,11,2,59,49998.37
590,68,68,13,1,59,49998.37
590,68,68,17,3,59,49998.37
100,69,69,4,3,68,44359.8
100,69,2927,4,3,68,44359.8
100,2927,69,4,3,68,44359.8
100,2927,2927,4,3,68,44359.8
100,69,69,14,1,68,44359.8
100,69,2927,14,1,68,44359.8
100,2927,69,14,1,68,44359.8
100,2927,2927,14,1,68,44359.8
100,69,69,16,2,68,44359.8
100,69,2927,16,2,68,44359.8
100,2927,69,16,2,68,44359.8
100,2927,2927,16,2,68,44359.8
641,70,70,5,1,55,54732.15
641,70,70,7,2,55,54732.15
641,70,70,9,3,55,54732.15
506,71,71,6,1,88,58084.4
506,71,71,10,3,88,58084.4
506,71,71,18,2,88,58084.4
333,72,72,4,3,83,18992.06
333,72,72,14,1,83,18992.06
333,72,72,16,2,83,18992.06
407,73,73,6,1,14,8989.54
407,73,73,10,3,14,8989.54
407,73,73,18,2,14,8989.54
710,74,74,1,1,84,3883.32
710,74,74,8,3,84,3883.32
710,74,74,15,2,84,3883.32
489,75,75,11,2,17,7362.700000000001
489,75,75,13,1,17,7362.700000000001
489,75,75,17,3,17,7362.700000000001
635,76,76,5,1,77,71633.09999999999
635,76,2407,5,1,77,71633.09999999999
635,2407,76,5,1,77,71633.09999999999
635,2407,2407,5,1,77,71633.09999999999
635,76,76,7,2,77,71633.09999999999
635,76,2407,7,2,77,71633.09999999999
635,2407,76,7,2,77,71633.09999999999
635,2407,2407,7,2,77,71633.09999999999
635,76,76,9,3,77,71633.09999999999
635,76,2407,9,3,77,71633.09999999999
635,2407,76,9,3,77,71633.09999999999
635,2407,2407,9,3,77,71633.09999999999
384,77,77,2,2,88,34018.16
384,77,77,3,3,88,34018.16
384,77,77,12,1,88,34018.16
374,78,78,11,2,39,25741.95
374,78,78,13,1,39,25741.95
374,78,78,17,3,39,25741.95
570,79,79,6,1,90,62405.1
570,79,79,10,3,90,62405.1
570,79,79,18,2,90,62405.1
674,80,80,5,1,61,39717.71
674,80,80,7,2,61,39717.71
674,80,80,9,3,61,39717.71
628,81,81,4,3,76,49578.6
628,81,81,14,1,76,49578.6
628,81,81,16,2,76,49578.6
519,82,82,4,3,81,3744.63
519,82,82,14,1,81,3744.63
519,82,82,16,2,81,3744.63
592,83,83,5,1,62,4216.62
592,83,83,7,2,62,4216.62
592,83,83,9,3,62,4216.62
726,84,84,5,1,74,62174.060000000005
726,84,84,7,2,74,62174.060000000005
726,84,84,9,3,74,62174.060000000005
590,85,85,11,2,53,52741.89
590,85,85,13,1,53,52741.89
590,85,85,17,3,53,52741.89
477,86,86,6,1,48,45673.44
477,86,86,10,3,48,45673.44
477,86,86,18,2,48,45673.44
458,87,87,4,3,16,15224.48
458,87,87,14,1,16,15224.48
458,87,87,16,2,16,15224.48
297,88,88,11,2,67,62330.1
297,88,88,13,1,67,62330.1
297,88,88,17,3,67,62330.1
277,89,89,11,2,93,64485.27
277,89,89,13,1,93,64485.27
277,89,89,17,3,93,64485.27
539,90,90,1,1,1,651.11
539,90,90,8,3,1,651.11
539,90,90,15,2,1,651.11
328,91,91,4,3,79,5372.79
328,91,91,14,1,79,5372.79
328,91,91,16,2,79,5372.79
21,92,92,5,1,91,39295.62
21,92,92,7,2,91,39295.62
21,92,92,9,3,91,39295.62
620,93,93,5,1,90,78556.5
620,93,93,7,2,90,78556.5
620,93,93,9,3,90,78556.5
268,94,94,4,3,68,67668.84
268,94,94,14,1,68,67668.84
268,94,94,16,2,68,67668.84
545,95,95,11,2,23,20075.55
545,95,95,13,1,23,20075.55
545,95,95,17,3,23,20075.55
449,96,96,11,2,48,45673.44
449,96,1993,11,2,48,45673.44
449,1993,96,11,2,48,45673.44
449,1993,1993,11,2,48,45673.44
449,96,96,13,1,48,45673.44
449,96,1993,13,1,48,45673.44
449,1993,96,13,1,48,45673.44
449,1993,1993,13,1,48,45673.44
449,96,96,17,3,48,45673.44
449,96,1993,17,3,48,45673.44
449,1993,96,17,3,48,45673.44
449,1993,1993,17,3,48,45673.44
334,97,97,6,1,33,32839.29
334,97,97,10,3,33,32839.29
334,97,97,18,2,33,32839.29
34,98,98,4,3,98,42318.36
34,98,98,14,1,98,42318.36
34,98,98,16,2,98,42318.36
459,99,99,5,1,18,11557.98
459,99,3324,5,1,18,11557.98
459,3324,99,5,1,18,11557.98
459,3324,3324,5,1,18,11557.98
459,99,99,7,2,18,11557.98
459,99,3324,7,2,18,11557.98
459,3324,99,7,2,18,11557.98
459,3324,3324,7,2,18,11557.98
459,99,99,9,3,18,11557.98
459,99,3324,9,3,18,11557.98
459,3324,99,9,3,18,11557.98
459,3324,3324,9,3,18,11557.98
543,100,100,2,2,99,64582.65
543,100,100,3,3,99,64582.65
543,100,100,12,1,99,64582.65
13,101,101,6,1,8,5208.88
13,101,101,10,3,8,5208.88
13,101,101,18,2,8,5208.88
507,102,102,4,3,83,35841.06
507,102,102,14,1,83,35841.06
507,102,102,16,2,83,35841.06
344,103,103,2,2,77,76625.01
344,103,103,3,3,77,76625.01
344,103,103,12,1,77,76625.01
171,104,104,1,1,92,4253.16
171,104,104,8,3,92,4253.16
171,104,104,15,2,92,4253.16
294,105,105,1,1,84,30576.84
294,105,105,8,3,84,30576.84
294,105,105,15,2,84,30576.84
717,106,106,11,2,59,22807.63
717,106,106,13,1,59,22807.63
717,106,106,17,3,59,22807.63
621,107,107,11,2,23,8372.23
621,107,107,13,1,23,8372.23
621,107,107,17,3,23,8372.23
648,108,108,6,1,95,80505.84999999999
648,108,108,10,3,95,80505.84999999999
648,108,108,18,2,95,80505.84999999999
284,109,109,1,1,46,42793.8
284,109,109,8,3,46,42793.8
284,109,109,15,2,46,42793.8
599,110,110,2,2,37,32295.45
599,110,110,3,3,37,32295.45
599,110,110,12,1,37,32295.45
43,111,111,2,2,7,6109.95
43,111,111,3,3,7,6109.95
43,111,111,12,1,7,6109.95
79,112,112,2,2,35,33303.55
79,112,211,2,2,35,33303.55
79,211,112,2,2,35,33303.55
79,211,211,2,2,35,33303.55
79,112,112,3,3,35,33303.55
79,112,211,3,3,35,33303.55
79,211,112,3,3,35,33303.55
79,211,211,3,3,35,33303.55
79,112,112,12,1,35,33303.55
79,112,211,12,1,35,33303.55
79,211,112,12,1,35,33303.55
79,211,211,12,1,35,33303.55
654,113,113,4,3,86,3975.78
654,113,157,4,3,86,3975.78
654,157,113,4,3,86,3975.78
654,157,157,4,3,86,3975.78
654,113,113,14,1,86,3975.78
654,113,157,14,1,86,3975.78
654,157,113,14,1,86,3975.78
654,157,157,14,1,86,3975.78
654,113,113,16,2,86,3975.78
654,113,157,16,2,86,3975.78
654,157,113,16,2,86,3975.78
654,157,157,16,2,86,3975.78
412,114,114,11,2,97,42010.7
412,114,114,13,1,97,42010.7
412,114,114,17,3,97,42010.7
303,115,115,2,2,50,47576.5
303,115,115,3,3,50,47576.5
303,115,115,12,1,50,47576.5
202,116,116,2,2,24,1109.52
202,116,116,3,3,24,1109.52
202,116,116,12,1,24,1109.52
155,117,117,1,1,77,35503.93
155,117,117,8,3,77,35503.93
155,117,117,15,2,77,35503.93
632,118,118,2,2,56,55727.28
632,118,118,3,3,56,55727.28
632,118,118,12,1,56,55727.28
583,119,119,4,3,30,8058.3
583,119,119,14,1,30,8058.3
583,119,119,16,2,30,8058.3
177,120,120,1,1,33,1525.59
177,120,120,8,3,33,1525.59
177,120,120,15,2,33,1525.59
193,121,121,4,3,45,39278.25
193,121,1082,4,3,45,39278.25
193,1082,121,4,3,45,39278.25
193,1082,1082,4,3,45,39278.25
193,121,121,14,1,45,39278.25
193,121,1082,14,1,45,39278.25
193,1082,121,14,1,45,39278.25
193,1082,1082,14,1,45,39278.25
193,121,121,16,2,45,39278.25
193,121,1082,16,2,45,39278.25
193,1082,121,16,2,45,39278.25
193,1082,1082,16,2,45,39278.25
259,122,122,1,1,93,64485.27
259,122,122,8,3,93,64485.27
259,122,122,15,2,93,64485.27
628,123,123,2,2,27,6178.139999999999
628,123,123,3,3,27,6178.139999999999
628,123,123,12,1,27,6178.139999999999
658,124,124,6,1,87,75937.95
658,124,124,10,3,87,75937.95
658,124,124,18,2,87,75937.95
109,125,125,1,1,13,3491.9300000000003
109,125,125,8,3,13,3491.9300000000003
109,125,125,15,2,13,3491.9300000000003
366,126,126,5,1,48,44654.4
366,126,126,7,2,48,44654.4
366,126,126,9,3,48,44654.4
303,127,127,2,2,64,2958.72
303,127,127,3,3,64,2958.72
303,127,127,12,1,64,2958.72
637,128,128,6,1,97,90239.1
637,128,128,10,3,97,90239.1
637,128,128,18,2,97,90239.1
627,129,129,11,2,48,20788.800000000003
627,129,129,13,1,48,20788.800000000003
627,129,129,17,3,48,20788.800000000003
195,130,130,5,1,50,49756.5
195,130,130,7,2,50,49756.5
195,130,130,9,3,50,49756.5
206,131,131,4,3,23,1564.23
206,131,131,14,1,23,1564.23
206,131,131,16,2,23,1564.23
484,132,132,2,2,46,19863.72
484,132,132,3,3,46,19863.72
484,132,132,12,1,46,19863.72
579,133,133,2,2,42,35592.06
579,133,133,3,3,42,35592.06
579,133,133,12,1,42,35592.06
495,134,134,6,1,58,48731.02
495,134,134,10,3,58,48731.02
495,134,134,18,2,58,48731.02
217,135,135,6,1,96,21966.72
217,135,135,10,3,96,21966.72
217,135,135,18,2,96,21966.72
420,136,136,2,2,81,37348.29
420,136,136,3,3,81,37348.29
420,136,136,12,1,81,37348.29
488,137,137,6,1,67,62330.1
488,137,137,10,3,67,62330.1
488,137,137,18,2,67,62330.1
533,138,138,2,2,32,11648.32
533,138,138,3,3,32,11648.32
533,138,138,12,1,32,11648.32
74,139,139,6,1,85,56104.24999999999
74,139,139,10,3,85,56104.24999999999
74,139,139,18,2,85,56104.24999999999
391,140,140,2,2,59,37884.49
391,140,140,3,3,59,37884.49
391,140,140,12,1,59,37884.49
579,141,141,5,1,92,24712.120000000003
579,141,141,7,2,92,24712.120000000003
579,141,141,9,3,92,24712.120000000003
202,142,142,2,2,6,3914.1
202,142,142,3,3,6,3914.1
202,142,142,12,1,6,3914.1
128,143,143,1,1,74,62709.82
128,143,143,8,3,74,62709.82
128,143,143,15,2,74,62709.82
88,144,144,2,2,76,48800.36
88,144,144,3,3,76,48800.36
88,144,144,12,1,76,48800.36
41,145,145,4,3,62,22568.62
41,145,145,14,1,62,22568.62
41,145,145,16,2,62,22568.62
194,146,146,11,2,21,1428.21
194,146,146,13,1,21,1428.21
194,146,146,17,3,21,1428.21
53,147,147,6,1,92,6256.92
53,147,147,10,3,92,6256.92
53,147,147,18,2,92,6256.92
640,148,148,2,2,7,1601.74
640,148,148,3,3,7,1601.74
640,148,148,12,1,7,1601.74
116,149,149,6,1,57,26282.13
116,149,149,10,3,57,26282.13
116,149,149,18,2,57,26282.13
108,150,150,4,3,5,3466.95
108,150,150,14,1,5,3466.95
108,150,150,16,2,5,3466.95
188,151,151,2,2,58,37764.38
188,151,151,3,3,58,37764.38
188,151,151,12,1,58,37764.38
218,152,152,11,2,27,17336.97
218,152,152,13,1,27,17336.97
218,152,152,17,3,27,17336.97
555,153,153,2,2,16,11094.24
555,153,153,3,3,16,11094.24
555,153,153,12,1,16,11094.24
375,154,154,1,1,97,96527.61
375,154,154,8,3,97,96527.61
375,154,154,15,2,97,96527.61
182,155,155,6,1,42,15288.42
182,155,155,10,3,42,15288.42
182,155,155,18,2,42,15288.42
402,156,156,1,1,57,37622.85
402,156,156,8,3,57,37622.85
402,156,156,15,2,57,37622.85
102,113,113,11,2,70,3236.1
102,113,157,11,2,70,3236.1
102,157,113,11,2,70,3236.1
102,157,157,11,2,70,3236.1
102,113,113,13,1,70,3236.1
102,113,157,13,1,70,3236.1
102,157,113,13,1,70,3236.1
102,157,157,13,1,70,3236.1
102,113,113,17,3,70,3236.1
102,113,157,17,3,70,3236.1
102,157,113,17,3,70,3236.1
102,157,157,17,3,70,3236.1
679,158,158,1,1,50,18200.5
679,158,158,8,3,50,18200.5
679,158,158,15,2,50,18200.5
561,159,159,11,2,63,14415.66
561,159,159,13,1,63,14415.66
561,159,159,17,3,63,14415.66
504,160,160,11,2,41,34447.79
504,160,160,13,1,41,34447.79
504,160,160,17,3,41,34447.79
75,161,161,1,1,68,29363.76
75,161,161,8,3,68,29363.76
75,161,161,15,2,68,29363.76
618,162,162,2,2,69,29883.9
618,162,162,3,3,69,29883.9
618,162,162,12,1,69,29883.9
642,163,163,5,1,89,77683.65000000001
642,163,163,7,2,89,77683.65000000001
642,163,163,9,3,89,77683.65000000001
490,164,164,4,3,25,21004.75
490,164,164,14,1,25,21004.75
490,164,164,16,2,25,21004.75
45,165,165,5,1,4,272.04
45,165,165,7,2,4,272.04
45,165,165,9,3,4,272.04
18,166,166,5,1,82,35409.24
18,166,166,7,2,82,35409.24
18,166,166,9,3,82,35409.24
511,167,167,6,1,55,48006.75
511,167,167,10,3,55,48006.75
511,167,167,18,2,55,48006.75
438,168,168,11,2,42,19365.78
438,168,2090,11,2,42,19365.78
438,2090,168,11,2,42,19365.78
438,2090,2090,11,2,42,19365.78
438,168,168,13,1,42,19365.78
438,168,2090,13,1,42,19365.78
438,2090,168,13,1,42,19365.78
438,2090,2090,13,1,42,19365.78
438,168,168,17,3,42,19365.78
438,168,2090,17,3,42,19365.78
438,2090,168,17,3,42,19365.78
438,2090,2090,17,3,42,19365.78
62,169,169,2,2,16,14884.8
62,169,169,3,3,16,14884.8
62,169,169,12,1,16,14884.8
120,170,170,4,3,37,25655.43
120,170,170,14,1,37,25655.43
120,170,170,16,2,37,25655.43
390,171,171,1,1,39,14196.39
390,171,171,8,3,39,14196.39
390,171,171,15,2,39,14196.39
394,172,172,11,2,81,52739.91
394,172,172,13,1,81,52739.91
394,172,172,17,3,81,52739.91
430,173,173,5,1,25,9664.25
430,173,173,7,2,25,9664.25
430,173,173,9,3,25,9664.25
703,174,174,4,3,30,19533.3
703,174,174,14,1,30,19533.3
703,174,174,16,2,30,19533.3
512,175,175,4,3,19,16584.15
512,175,175,14,1,19,16584.15
512,175,175,16,2,19,16584.15
514,176,176,2,2,15,14926.95
514,176,176,3,3,15,14926.95
514,176,176,12,1,15,14926.95
426,177,177,6,1,12,5533.08
426,177,177,10,3,12,5533.08
426,177,177,18,2,12,5533.08
549,178,178,2,2,88,56505.68
549,178,178,3,3,88,56505.68
549,178,178,12,1,88,56505.68
344,179,179,2,2,45,19489.5
344,179,179,3,3,45,19489.5
344,179,179,12,1,45,19489.5
573,180,180,2,2,53,46261.05
573,180,180,3,3,53,46261.05
573,180,180,12,1,53,46261.05
635,181,181,11,2,62,26772.84
635,181,181,13,1,62,26772.84
635,181,181,17,3,62,26772.84
434,182,182,4,3,57,13042.74
434,182,182,14,1,57,13042.74
434,182,182,16,2,57,13042.74
724,183,183,4,3,79,21220.19
724,183,183,14,1,79,21220.19
724,183,183,16,2,79,21220.19
218,184,184,5,1,94,36337.58
218,184,184,7,2,94,36337.58
218,184,184,9,3,94,36337.58
723,185,185,2,2,33,28804.05
723,185,2271,2,2,33,28804.05
723,2271,185,2,2,33,28804.05
723,2271,2271,2,2,33,28804.05
723,185,185,3,3,33,28804.05
723,185,2271,3,3,33,28804.05
723,2271,185,3,3,33,28804.05
723,2271,2271,3,3,33,28804.05
723,185,185,12,1,33,28804.05
723,185,2271,12,1,33,28804.05
723,2271,185,12,1,33,28804.05
723,2271,2271,12,1,33,28804.05
691,186,186,4,3,50,21655.0
691,186,186,14,1,50,21655.0
691,186,186,16,2,50,21655.0
509,187,187,4,3,100,65235.0
509,187,187,14,1,100,65235.0
509,187,187,16,2,100,65235.0
500,188,188,5,1,29,25312.65
500,188,188,7,2,29,25312.65
500,188,188,9,3,29,25312.65
364,189,189,2,2,99,64582.65
364,189,189,3,3,99,64582.65
364,189,189,12,1,99,64582.65
399,190,190,2,2,80,5440.8
399,190,190,3,3,80,5440.8
399,190,190,12,1,80,5440.8
355,191,191,11,2,61,40263.05
355,191,191,13,1,61,40263.05
355,191,191,17,3,61,40263.05
375,192,192,6,1,71,45589.81
375,192,192,10,3,71,45589.81
375,192,192,18,2,71,45589.81
408,193,193,5,1,76,27664.76
408,193,193,7,2,76,27664.76
408,193,193,9,3,76,27664.76
296,194,194,2,2,14,3760.54
296,194,194,3,3,14,3760.54
296,194,194,12,1,14,3760.54
234,195,195,5,1,39,16840.98
234,195,195,7,2,39,16840.98
234,195,195,9,3,39,16840.98
43,196,196,5,1,25,6715.25
43,196,196,7,2,25,6715.25
43,196,196,9,3,25,6715.25
404,197,197,4,3,28,23728.04
404,197,197,14,1,28,23728.04
404,197,197,16,2,28,23728.04
107,198,198,6,1,53,46261.05
107,198,198,10,3,53,46261.05
107,198,198,18,2,53,46261.05
173,199,199,1,1,11,2954.71
173,199,199,8,3,11,2954.71
173,199,199,15,2,11,2954.71
384,200,200,6,1,12,10082.28
384,200,200,10,3,12,10082.28
384,200,200,18,2,12,10082.28
187,201,201,5,1,81,70700.85
187,201,201,7,2,81,70700.85
187,201,201,9,3,81,70700.85
675,202,202,5,1,28,23728.04
675,202,202,7,2,28,23728.04
675,202,202,9,3,28,23728.04
549,203,203,5,1,81,18534.42
549,203,203,7,2,81,18534.42
549,203,203,9,3,81,18534.42
173,204,204,11,2,35,1618.05
173,204,204,13,1,35,1618.05
173,204,204,17,3,35,1618.05
254,205,205,6,1,65,41737.15
254,205,205,10,3,65,41737.15
254,205,205,18,2,65,41737.15
713,206,206,4,3,54,35226.9
713,206,206,14,1,54,35226.9
713,206,206,16,2,54,35226.9
497,207,207,5,1,15,10400.85
497,207,207,7,2,15,10400.85
497,207,207,9,3,15,10400.85
310,208,208,5,1,96,80658.24
310,208,208,7,2,96,80658.24
310,208,208,9,3,96,80658.24
426,209,209,5,1,33,12756.81
426,209,209,7,2,33,12756.81
426,209,209,9,3,33,12756.81
234,210,210,6,1,94,36337.58
234,210,210,10,3,94,36337.58
234,210,210,18,2,94,36337.58
117,112,112,5,1,75,34581.75
117,112,211,5,1,75,34581.75
117,211,112,5,1,75,34581.75
117,211,211,5,1,75,34581.75
117,112,112,7,2,75,34581.75
117,112,211,7,2,75,34581.75
117,211,112,7,2,75,34581.75
117,211,211,7,2,75,34581.75
117,112,112,9,3,75,34581.75
117,112,211,9,3,75,34581.75
117,211,112,9,3,75,34581.75
117,211,211,9,3,75,34581.75
35,212,212,5,1,14,6063.400000000001
35,212,212,7,2,14,6063.400000000001
35,212,212,9,3,14,6063.400000000001
192,213,213,6,1,37,25655.43
192,213,213,10,3,37,25655.43
192,213,213,18,2,37,25655.43
60,214,214,5,1,88,20136.16
60,214,214,7,2,88,20136.16
60,214,214,9,3,88,20136.16
53,215,215,2,2,33,21527.55
53,215,215,3,3,33,21527.55
53,215,215,12,1,33,21527.55
362,216,216,6,1,68,26286.76
362,216,216,10,3,68,26286.76
362,216,216,18,2,68,26286.76
665,217,217,2,2,100,43310.0
665,217,217,3,3,100,43310.0
665,217,217,12,1,100,43310.0
